id,category,title,definition,type,notes,source,changes,units
SCCS11,"Subsistence, Economy",Gathering- Contribution to Food Supply,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS12,"Subsistence, Economy",Gathered Foods,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS13,"Subsistence, Economy",Land Transport (Especially regarding Food Transport),"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS14,"Subsistence, Economy",Routes of Land Transport,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS15,"Subsistence, Economy",Water Transport,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS16,"Subsistence, Economy",Water Craft,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS17,"Subsistence, Economy",Money (Media of Exchange) and Credit,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS18,"Subsistence, Economy",Credit Source,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS19,"Subsistence, Economy",Preservation and Storage of Food,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS20,"Subsistence, Economy",Food Storage,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS21,"Subsistence, Economy",Food Surplus via Storage,"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS22,"Subsistence, Economy",Food Supply (Ecological or Distribution Network),"Murdock, G. P., & Morrow, D. O. (1970). Subsistence economy and supportive practices: Cross-cultural codes 1. Ethnology, 9(3), 302-330.",Categorical,,murdock1970subsistence,,
SCCS23,"Infancy,  Childhood",Sleeping Proximity of Parents to Infant,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS24,"Infancy,  Childhood",Bodily Restrictiveness - Early Infancy,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS25,"Infancy,  Childhood",Bodily Restrictiveness - Later Infancy,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS26,"Infancy,  Childhood",Bodily Contact - Early Infancy,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS27,"Infancy,  Childhood",Bodily Contact - Late Infancy,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS28,"Infancy,  Childhood",Infant Carrying Devices,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS29,"Infancy,  Childhood",Infant Carrying Position,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS30,"Infancy,  Childhood",Infant Eye Contact with Carrier,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS31,"Infancy,  Childhood",Infant Crying- Response,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS32,"Infancy,  Childhood",Infant Crying- Amount,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS33,"Infancy,  Childhood",Childhood Pain Infliction,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS34,"Infancy,  Childhood",Post - Partum Sex Taboo,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS35,"Infancy,  Childhood","Ceremonialism Surrounding Child, beyond Nuclear Family","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS36,"Infancy,  Childhood",Magical Protectiveness Applied to Parents and Child,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS37,"Infancy,  Childhood",Physical Protectiveness against Childhood Illness,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS38,"Infancy,  Childhood",Introduction of New Foods (Other than Milk) in Childhood,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS39,"Infancy,  Childhood",Weaning- Age and Severity,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS40,"Infancy,  Childhood",Motor Skills- Encouragement in Childhood,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS41,"Infancy,  Childhood",Autonomy- Encouragement in Childhood,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Categorical,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS42,"Infancy,  Childhood",Elimination- Encouragement of Control in Childhood,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS43,"Infancy,  Childhood",Covering Genitals- Age,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS44,"Infancy,  Childhood",Weaning- Age of Onset,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
SCCS45,"Infancy,  Childhood",Weaning- Age of Termination,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",Ordinal,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. ",barry1971infancy,,
